,friend,line
235,Phoebe, Rach? 
236,Rachel, I’ll be out in a second.
238,Phoebe," Oh. (Picks it up.) It’s just so unexpected! I…I uh…Boy
I’ll tell you it’s just such an honor to be nominated for a Nobel Prize
and y’know to win one for a massage. Especially after having just won a Tony
award for best actress in…"
239,Rachel," (entering from her room) Honey, we have to go. Our reservations are at
800."
240,Phoebe," …in Reservations at 800 by Neil Simon. (To an imaginary Neil
Simon) Thank-thank you Neil. Thank you for the words. (Blows him a kiss.)"
241,Rachel," Okay honey, you can finish this later we’re gonna be late. We gotta
go."
242,Phoebe," Please, don’t play the music. Just uh one more. LIVE FROM NEW
YORK! IT’S SATURDAY NIGHT!!"
0,Phoebe, (To Joey) Oh hey! How was your audition?
1,Joey," I’m sorry, do I know you?"
2,Phoebe, What are you doing?
3,Joey," Nothing, I’m just practicing blowing you off because I’m gonna
be a big movie star!"
4,Phoebe, Oh! You got it?!
5,Joey," Well, no not yet. But the audition went really good."
6,Monica, What was it for?
7,Joey," Oh, it’s this big budget period movie about these three Italian
brothers who come to America around the turn of the century. It’s really classy! Oh,
and the director is supposed to be the next, next Martin Scorcese."
8,Phoebe," The next, next?"
9,Joey," Yeah, there’s this guy from Chicago who’s supposed to be the
next Martin Scorcese, all right? But then this guy’s right after him. (Joey’s
cell phone rings and he answers it.) Hello!"
11,Joey, (to Monica and Phoebe) They loved me!
13,Joey, (on phone) Oh my God!
15,Joey," Are you kidding me? I never rent a movie without it! (Listens) Oh.
(Listens) Uh, okay uh let me call you back. (Hangs up.)"
16,Phoebe, What’s the matter?
17,Joey, They want me to be totally naked in the movie!
18,Monica, Wow!
19,Joey, I know! My grandmother’s gonna see this!
20,Phoebe, Grandma’s gonna have to get in line.
23,Phoebe, Hey the wedding is so close! Are you getting nervous?
24,Monica," Yeah. But a part of me also can’t wait ‘til it’s over.
Chandler and I have this pact not to have sex again until the wedding."
25,Ross," A no sex pact huh? I actually have one of those going on with every woman
in America."
26,Monica," Hey Phoebe, will you give me a hand? "
27,Phoebe, Sure.
28,Monica," I gotta make up the guest bedroom. (To Ross) Hey, Cousin Cassie is
coming to stay with us a few days."
29,Ross, Cassie?
30,Monica, Uh-hmm.
31,Ross," Wow, I haven’t seen her for like forever. I wonder if she still
carries that Barbie everywhere she goes."
32,Monica," Ross, she’s 25 years old."
33,Ross, So what! I still have—No you’re probably right.
34,Rachel, (entering) Hi!
35,Monica, Hey!
36,Phoebe, Hey!
37,Rachel," Hey Pheebs, can I talk to you over here for a second?"
38,Phoebe, Yeah!
39,Monica, Subtle guys!
40,Phoebe, What?!
41,Monica, I know you’re planning my surprise bridal shower.
42,Rachel," (laughs) Well okay—Well don’t ruin it! Just play along at
least!"
43,Monica, Okay. Sorry. (She goes into the guest bedroom.)
44,Rachel, (To Phoebe) Oh my God! We have to throw her a shower?!
46,Monica, Hey! What did you decide to do about the movie?
47,Joey," I don’t know! It’s not like it’s porn! This is a serious,
legitimate movie. Y’know? And the nudity is really important to the story."
48,Monica, That’s what you say about porn.
49,Joey, You’re right. Maybe I shouldn’t even go on the call back.
50,Monica," No! No you should! A lot of major actors do nude scenes! I mean the
chance to star in a movie? Come on!"
51,Joey," Well that’s true. And I am only naked in one scene. Plus it sounds
really great. My character’s catholic and he falls in love with this Jewish girl. Who
run away together and they get caught in this big rainstorm. So we go into this barn and
undress each other and hold each other. It’s really sweet and-and tender."
52,Monica," Plus, everyone’s gonna see your thing. (Giggles.)"
54,Phoebe, Well when can we have this shower?
55,Rachel," She has got so much going on we-we have only two options. We have
Friday…"
56,Phoebe, Well that’s only two days away. What is the other option?
57,Rachel, Yesterday!
58,Phoebe," Well if we make it yesterday, woo-hoo! We’re done!"
59,Rachel," Oh my God Phoebe, this is impossible! We can’t do this by Friday!
We have to find a place. We have to invite people! We have to get food! There’s just
too much to do! It’s impossible! We can’t do it! We cannot do it! We cannot do
it!"
60,Phoebe," Rachel, calm down!"
61,Rachel," (calmly) Okay. I’m sorry. You’re right, you’re right."
62,Phoebe, (grabs and shakes Rachel) Just calm down woman!
63,Rachel," Phoebe, I already, I already did."
64,Phoebe," Oh okay. All right, then I need to calm down a little."
65,Rachel," Okay. Okay. (They sit down.) I think we can do this if we just get
organized. All right? We have two days to plan this party. We just need to make fast
decisions! Okay? All right, where are we gonna have it?"
66,Phoebe," Uh, here. What time?"
67,Rachel, 4 o’clock. Food?
68,Phoebe, Finger sandwiches and tea.
69,Rachel, Ooh great! Very Monica.
70,Phoebe, And chili!
71,Rachel," Ah you went one too far. Uh, flowers or balloons?"
72,Phoebe, Both!
73,Rachel, We’re paying for this y’know.
74,Phoebe, Neither.
75,Rachel," Okay. Umm, what should we do for the theme?"
76,Phoebe, Lusts of the flesh.
77,Rachel, (pause) What?
78,Phoebe, I don’t know. (Timidly) A cowboy theme?
80,Chandler, Hey!
81,Monica, Hey!
82,Chandler," Y’know I’m-I’m really glad we decided not to sleep
together before the wedding."
83,Monica, Oh boy me too!
84,Chandler," Y’know I was thinking if we had a…a big fight and uh we
broke up for a few hours…"
85,Monica, Yeah?
86,Chandler," Technically we could have sex again. What do you think, bossy and
domineering?!"
87,Monica," The wedding is off, sloppy and immature!"
88,Chandler, That’s me! Come on!
89,Monica," Okay. (They both jump up to head for there room, but Monica stops.) But
wait, we can’t. My Cousin Cassie is in the guest room, we’re supposed to have
lunch."
90,Chandler," Well get rid of her, obsessive and shrill."
91,Monica, Shrill?! The wedding is back on!
94,Chandler, (transfixed) Hi! Nice to meet you!
96,Monica," So, are you ready to go?"
99,Monica, (catching him) Chandler!
100,Chandler, I’ll be right with you.
102,Monica, (To Ross) Cassie needs to stay at your place.
103,Ross, What—why?
104,Monica, Because Purvry Perverson over here can’t stop staring at her.
105,Ross, What?! Chandler she’s our cousin!
106,Chandler," I was not staring at her. Okay? I was just listening intently.
It’s called being a good conversationalist. Watch. (Stares at Monica’s eyes.)
Say something."
107,Monica, You were staring about eight inches south of there.
108,Ross," Fine, she can stay at my place. By the way, what-what does Cassie even
look like now."
109,Monica, She looks exactly like Aunt Marilyn.
110,Chandler," Umm, so this Aunt Marilyn is-is-is-is she coming to the wedding?"
111,Monica, Wafer thin ice!
113,Joey," Hey, I’m back!"
115,Joey," Uh so, will-will I be reading the same scene again?"
117,Joey," Oh great! Y’know I would’ve been perfect for this part, but
whatever! Y’know, thanks for making a bad decision and ruining your movie! Good day!
(Starts to leave.)"
119,Joey," And scene! Huh? Wasn’t that fun? We did a little improv there. Yeah!
Okay! So you-you-you-you were saying?"
121,Joey, Wow! Sure! That’s great!
123,Joey," Yeah! Yeah sure, just long as it’s handled tastefully and that barn
is not too cold."
125,Joey, So…What?
127,Joey, Yes!
129,Joey, No. What?
131,Joey, Barmifsaed?
134,Monica, So to get this part you can’t be?
135,Joey, Nope.
136,Monica, But you are?
137,Joey, Yep.
138,Monica, But you told them you weren’t?
139,Joey, That’s right.
140,Monica," Wow! Wow! And it’s definitely all gone? There’s nothing there
to work with? (Joey glares at her.) What were you thinking?"
141,Joey," I don’t know! I really want this part! And they tell you no matter
what you get asked at an audition you say yes. Like if-if they want you to ride a horse,
you tell ‘em you can! And just figure out how to do it later."
142,Monica," Joey! This is not like learning to ride a horse! This is like learning
to…grow a turtleneck!"
143,Joey," I kn-I know! I know! Okay? And apparently tomorrow when I go in to meet
the director I have to take off my clothes so that they can see what my body looks like."
144,Monica," Oh my God, what are you gonna do?!"
145,Joey," I just have to call my agent and tell her I can’t do the part. (Gets
up for the phone.)"
146,Monica, Unless!
147,Joey, Unless what?
148,Monica," Well, this may sound crazy, but there maybe something we could fashion."
149,Joey, Like what?
150,Monica," Well I’m not sure yet, but umm of the top of my head I’m
thinking double sided tape and some sort of luncheon meat."
152,Phoebe," Hey! I’ve got a great idea for party favors for the shower. Okay,
we get some uh mahogany boxes and carve everyone’s names in them and inside is
everyone’s individual birth stone."
153,Rachel," Okay. Okay. All right, you take care of that. And meanwhile, the party
is tomorrow and we still don’t have a guest list."
154,Phoebe," Okay. Okay! Well okay, who do we know that’s coming? Me. Are you?"
155,Monica, (entering) Hey!
156,Phoebe, Hey!
157,Rachel, Hey! What’s up Mon?
158,Monica," Well uh, I’m trying to make something for Joey. Do you mind if I
raid your fridge?"
159,Rachel, Have at it.
160,Monica," Okay. (Opens the fridge.) All right, turkey. Eh, that won’t work.
Cheese? (Picks it up) That won’t work. Olive loaf? (Picks it up) I hope that
won’t work."
161,Rachel, Are you makin’ him a sandwich?
162,Monica," No it’s umm, more like a wrap. Okay so uh, I’m gonna go guys. "
164,Monica," I guess you can get back to deciding on what to get me for a present!
(Runs out.)"
165,Rachel," (To Phoebe, after Monica’s gone) We have to get her a present?!"
166,Phoebe," Okay but look! Look at what I got! It’s her address book! (Holds it
up.) We have a guest list!"
167,Rachel, Oh my God you’re amazing! Did you just pull that out of her purse?
168,Phoebe," Uh-huh, and a little seed money for the party. (Holds up $40.)"
170,Ross, (shocked at her beauty) Cassie?!
172,Ross, Hey!
174,Ross," Oh. Oh, that’s right. So-so you did see me that day because it seemed
like you didn’t."
176,Ross," It’s okay. Come, come on in."
178,Ross, Oh.
181,Ross, Uh-huh. Yeah I-I have a knack for impressions.
183,Ross, Yeah—No!!
186,Ross," Cassie, how you-how you doin’ on that…hot dog."
188,Ross, (quietly) Thank God.
190,Ross," Oh right. Right. Ooh, remember the time I uh, I pinned you down and
tickled you ‘til you cried? (She laughs) We’re probably too old to do that now."
192,Ross," (looking then moving away quickly) Uh-huh! Uh-huh! And-and-and I’ll
always remember that summer because that’s when I realized that we are related."
194,Ross," Well I’m, I’m a little slow. (To himself) Just as our children
would be."
196,Phoebe, Hi!
198,Phoebe," How are you? (The woman nods) Good. (She goes over to another couple of
women.) Hi, thanks for coming."
201,Phoebe," Thank you. (To the other woman) No? (She nods.) All right. (She goes to
another pairing.) Oh, it’s so nice to see you."
204,Phoebe, Okay. (Goes over to Rachel.) Hey Rach?
205,Rachel, Yeah?
206,Phoebe, Who the hell are all these people?
207,Rachel," Well, I don’t know. I called all the people in Monica’s phone
book and these are the only ones who could show up on 24 hours notice."
208,Phoebe," Hmm, y’know there’s another word for people like that. Losers!"
210,Rachel," (to her) Hi! I’m Rachel. This is Phoebe. I’m the maid of
honor. How do you know Monica?"
212,Rachel, Ohhhh!
214,Rachel, That’s great!
217,Rachel," (to the woman) Excuse us for a minute. (They go into the kitchen.) You
didn’t tell her to come?!"
218,Phoebe, You were supposed to tell her!
219,Rachel," No I wasn’t! You were supposed to tell her to come and I was
supposed to bring the cake!"
220,Phoebe," Fine, I’ll go call her."
221,Rachel, Yes! And please tell her to bring a cake!
223,Monica," Okay, we have a lot of options here, a number of prototypes for you to
try on."
224,Joey, Wow! This looks great!
225,Monica," Yeah! Okay, this one is a mushroom cap. (Points to it.) Umm, this one is
made of bologna. (Points.)"
226,Joey, And-and-and-and-and the toothpicks?
227,Monica," Oh, just until the glue dries."
228,Joey, Thank God!
229,Monica," (to a whole group) Now, these are-are more realistic, but perishable. "
230,Joey, Ah.
231,Monica," Okay? (To a different group) Over here we have pink suede, which is
nice. But umm, if it gets wet then you know it’s gonna shrink."
232,Joey, Well maybe we just take that one away. (Picks it up and throws it away.)
233,Monica," I also, did a little something in fur. But umm, that’s really just
for me. (Rubs it against her cheek.) Okay. So, why don’t you go into your room and
try these on and we’ll see—get a better idea of what’s gonna work."
234,Joey," Thanks, you are such a good friend. And this is so weird."
236,Joey, Ow!
237,Monica, Toothpick?
238,Joey, Yeah.
239,Monica, What are you trying on now?
240,Joey, The fruit roll up.
241,Monica, And?
242,Joey, Delicious.
243,Monica, Joey!
244,Joey, Wait a minute! Wait a minute! We have a winner!
245,Monica, What?! Which one?!
246,Joey, The Silly Putty! It’s not so silly anymore!
249,Ross," (in his head) She’s your cousin. She’s your cousin! If
she knew what was going on in your head she’d think you were sick! (She grabs
some popcorn.) Or would she? Let’s back up a second. She was the one who
suggested opening a bottle of wine. She was the one who turned down the lights. She
was the one that wanted to rent Logan’s Run, the sexiest movie ever. (She
grabs the blanket from behind him and looks at him.) Oh, I know that look. Forget it. I
want it. She wants it. I’m going in. "
252,Ross," (in his head) Say something clever! (Pause.) Okay, doesn’t
have to be clever, it just has to be words. Say some words. (Pause) Any words will
do. (Pause) Oh my God! This is the longest that anyone has not talked ever! (Pause)
There is nothing you can say to make this worse!! So just say something!! (Pause.) (To
her) I-I, I uh haven’t had sex in a very long time. (She leaves.) (In his
head) Yeah, you really shouldn’t have said anything."
254,Monica," Phoebe! Rachel! It’s Monica! I wonder what you could possibly need
me for on such short notice! (She bursts into the apartment to find only Phoebe and Rachel
sitting on the couch.) Oh."
255,Rachel," Oh Monica, we are so sorry."
256,Monica, For what?
257,Rachel," Well first, for forgetting to throw you a bridal shower."
258,Phoebe, And then for forgetting to invite you to it.
259,Monica, You al-you already had it?
260,Phoebe," Yeah. Well, we called everyone in your phone book and bunch of people
came, but it took us so long to get you here that they-they had to leave."
261,Rachel," Yeah, we wanted to throw you a big surprise and a great shower, and now
you don’t have either."
262,Phoebe, We ruined everything.
263,Rachel, Ugh…
264,Monica," Well no wait a minute that’s not true! No, what did, that was
really sweet. And it kinda works out for the best."
265,Rachel," What do you, what do you mean?"
266,Monica," Well now, I get to spend my shower with the only people I really love! I
mean, I get all those presents (Motions to the pile in the corner) without having to talk
to people I don’t even like!"
268,Rachel, Surprise…
269,Phoebe, Sur-surprise.
270,Rachel, …Monica.
272,Joey," And what’s cool is, the character is from Naples, right? "
274,Joey, My whole family’s from Naples!
277,Joey," Oh! Hey right! Not a problem. (He starts taking off his clothes.) I
totally understand. You need to y’know make sure I don’t have any horrible scars
or tattoos. Don’t you worry; I have nothing to hide. (He drops his pants and stands
back up and looks down.) So there you go, that’s me. (We cut to a camera angle
looking at the casting director and movie director through Joey’s legs.) One hundred
percent natural! (Suddenly, there’s a thud as something falls off.) (Everyone is
shocked.) I tell ya, that has never happened before."
280,Phoebe," Cassie, are you finding everything okay in there?"
282,Phoebe," Oh! No problem! I… (Cassie emerges from the bathroom and we once
again visit slow motion Barry White background music land with the sexy hair-flipping
thing going on, only this time Phoebe is entranced. For more information on Denise
Richards you can visit your local library or look her up on the Internet at her official
website at www.deniserichards.com.)"
284,Phoebe," (in her head) Say something! Say anything! Ask her out! She’s
not your cousin!"
0,Rachel," Hey! Out of all of us, who do you think is gonna get married next?"
1,Joey, Probably Monica and Chandler.
6,Rachel," (to the gang) Oh my God, Melissa Warburton. I don’t think I have
the energy for this."
8,Rachel, (screaming) Melissa!
10,Rachel," Wh—(Turns and looks at the gang who’s staring)—Why
don’t I tell you over here? (She walks Melissa away from the gang.)"
12,Rachel," Oh no-no, no! It’s good! It’s all good! I-I actually work at Ralph
Lauren!"
14,Rachel, I will not! I’m the divisional head of men’s sportswear!
16,Rachel, Oh please…
18,Rachel, No.
20,Rachel," Oh tomorrow, oh I don’t know. Um…"
22,Rachel, Shut up.
24,Rachel," Oh, wow thanks! (Reading the card) Oh you’re in real estate!"
26,Rachel, Wow! What do you do now?
28,Rachel, Okay! (Joins the rest of the gang.)
29,Joey, Hey guys! Look who’s back! It’s Ray-ray!
30,Rachel, Shut up that was my friend Melissa from college.
31,Ross," She seems really, really fun!"
32,Rachel, She’s actually very sweet and we used to be very close.
33,Monica," Wait a minute, she isn’t… She’s not the one who you…"
34,Joey, (excitedly) Who you what? Who you what?!
35,Rachel, (To Monica) Yes.
36,Monica, Wow!
37,Joey, (excitedly) Wow? Wow what?! Wow what?! Who you—what?!!
38,Rachel, It’s not a big deal!
39,Monica, (To Joey) They were lovers.
40,Ross, What?!
41,Joey, What?!
42,Rachel," No we weren’t! It was nothing! It was one night, senior year we
went to a party, had a lot of sangria and y’know, ended up…kissing for a
bit."
43,Ross, So that’s two of my wives.
46,Monica," (telling Chandler the seating arrangement) Okay so this is where the
band is. (Points.) And this is where the bar is. (Points) And all these pins have
people’s names on them. (She has pins to show the seating at each of the tables.) And
Rach, here you are. (Points to Rachel’s place.)"
47,Rachel," Oh wow. Why don’t we just take me (Grabs her pin) and put me with a
Manhattan in my hand, talking to the cute bartender. (Puts her pin at the bar and laughs.
Monica just glares at her.) These pins aren’t for playing are they?"
48,Monica," (To Chandler) Okay, the red ones are my guests and the blue ones are
yours."
49,Chandler," This is so sad. I mean, I only have like ten pins."
50,Monica," Chandler, relax it’s not a contest. (To Rachel) Certainly not a
close one."
51,Joey, (entering) Hello!
52,Rachel, Hey!
53,Joey, Hey Rach. (Stares at her.) 
54,Rachel, Stop picturing it!!
55,Monica," Okay, I think that’s it. The seating chart is done. This is our
wedding. They all look like they’re having fun don’t they?"
56,Joey," Hey, so where are my parents gonna be?"
57,Monica," Oh! (Gets up) Let’s see, well…if this is the wedding hall then
umm (Walks away) you’re parents will be at home in Queens."
58,Joey," What they’re not invited?! Oh no, that’s terrible! They’re
gonna be crushed!"
59,Monica, Why would they think they’re invited?
60,Joey, (looking around) You got me. I don’t…
61,Monica, Joey!
62,Joey," Well, I’m sorry. I thought parents were coming! Y’know? Your
parents are comin’! Chandler’s parents are comin’! Ross’s parents are
comin’!"
63,Monica, Ross’s parents are my parents!
64,Joey, Well-well—see? Parents are comin’!
65,Chandler, Y’know I think we should invite them.
66,Monica," Oh please, you just want more blue pins."
67,Chandler, Well this is just sad!
68,Monica," All right, all right. Maybe I can fit them in if I just do some
rearranging. But uh, Rachel may actually have to sit at the bar!"
69,Rachel, That is not a problem.
70,Joey, (leaning down to her) Maybe you’ll order a little sangria?
71,Rachel," Oh, get out of here! (Jumps back and walks away.)"
73,Rachel," (motioning to a rack) So now, these are all the tuxedos that we make and
if there’s anything that you like, we can make you a deal. Anything at all. (Grabs a
few) But these are the three that Monica pre-approved."
74,Chandler," Well, thanks a lot for hookin’ me up Rach. I want you to know
that I want you to attend our wedding as my guest."
75,Rachel," I’m Monica’s maid of honor. Okay? Don’t try to blue pin
me!"
76,Chandler," (sees another rack) Well, what’s the deal with these? These-these
look nice."
77,Rachel," Oh they are nice. We-we custom-make tuxedos for celebrities and then
when they’re done with them they just send ‘em back."
78,Chandler, You mean like for award shows?
79,Rachel, Some of them.
80,Chandler," You mean these tuxes have been down the red carpet with people
yelling, ""You are you wearing?! You look fabulous!"""
81,Rachel," Honey, might I suggest watching a little more ESPN and a little
less E!?"
82,Chandler," Okay, who wore those? (Points to the tuxedos.)"
83,Rachel," Umm, well let’s see uh, this one is Tom Brokaw."
84,Chandler, Not bad.
85,Rachel, (reading a tag) This one is uh Paul O’Neil.
86,Chandler, Who’s that?
87,Rachel," He plays for the Yankees. Seriously, ESPN! Just once and a while,
have it on in the background. (Chandler nods and Rachel grabs another tux) Ooh, this one
was Pierce Brosnan!"
88,Chandler, Pierce Brosnan?
89,Rachel, Uh-huh.
90,Chandler, Are you serious?
91,Rachel, Yeah.
92,Chandler, 007?! This is James Bond’s tux?!
93,Rachel, Yeah.
94,Chandler," Oh, I have to get married in James Bond’s tux!"
95,Rachel, It’s a pretty cool tux.
96,Chandler," Oh, it’s not just that, I would be England’s most powerful
weapon. Jet setting heartbreaker on her majesty’s secret service. A man who fears no
one; with a license to kill. (Worried.) Would Monica let me wear this?"
98,Joey, We should really learn how to play the real way. (Moves another piece.)
99,Phoebe," I like our way. Oh! (Grabs a piece and jumps a bunch of Joey’s like
in Checkers.) Chess!"
100,Joey, Nice move.
101,Phoebe, Yeah.
102,Rachel, (entering) Hey!
103,Joey, Hey!
104,Phoebe, Hey!
105,Rachel," So Joey I just hooked Ross and Chandler up with some tuxedos for the
wedding, do you need one?"
106,Joey," No, I’m performing the ceremony. I’m not wearing a tux."
107,Rachel," Well, what are you going to wear?"
108,Joey," Multi-colored robes! Ooh, and maybe a hat."
109,Rachel, Huh. Does Monica know about this?
110,Joey, I don’t think so.
111,Rachel, Can I please be there when you tell her? (Joey nods yes.)
112,Phoebe," Hey oh, Rach wait! Do you want to go to a movie tonight?"
113,Rachel," Oh, y’know what? I can’t. I have to have dinner with that
Melissa girl."
114,Joey," (excitedly) Can I come?! I won’t even talk! You’ll just hear the
noise from my video camera."
115,Phoebe, What is this? What’s going on?
116,Joey, Oh good! Can I tell her?! Can I tell her?!
117,Rachel," Well, do you want to hear what actually happened or Joey’s lewd
version?"
118,Phoebe, Joey’s!
119,Joey, Okay…
120,Rachel," Hey, come on! I had this friend from college and I made the stupid
mistake of telling Joey that one time…she and I y’know…kissed a little bit."
121,Phoebe," (laughs) Yeah, I’m sure that happened."
122,Rachel, It-it did!
123,Phoebe, Sure!
124,Joey, Hey. (Laughs then seriously) It happened!
125,Rachel," Yeah, it was senior year in college. It was after the Sigma Chi luau and
Melissa and I got very drunk! And we ended up kissing! For several minutes! "
126,Phoebe," (To Joey) Which means she had a couple spritzers and a quick peck on the
cheek."
127,Joey, Why are you taking this away from me?
128,Rachel," Yeah, why is it so hard for you to believe?!"
129,Phoebe," Okay! I just—I didn’t know that you are a lesbian. (Joey
smiles and nods lewdly.)"
130,Rachel," I’m not saying that I’m a lesbian! I’m just saying that
this happened!"
131,Phoebe," Okay, it just seems pretty wild and you’re so—y’know
so…vanilla."
132,Rachel, (shocked) Vanilla?!
133,Phoebe, Yeah.
134,Rachel," I’m not vanilla! I’ve done lots of crazy things! I mean I
got-I got drunk and married in Vegas!"
135,Phoebe, To Ross.
136,Rachel," All right, y’know what? If you don’t want to believe me about
this, why don’t you just come with me to dinner tonight and she will tell you."
137,Phoebe, Okay! All right! Yeah! ‘Cause I just can’t picture it.
138,Joey," Oh-ho, you should get inside my head."
140,Ross, Hey! Guess what I got for your wedding! (Holding up his garment bag.)
141,Chandler, A freakish thin date with a hanger for her head?
142,Ross," No. Rachel hooked me up with a tux! But not just any tux, Batman’s
tux!"
143,Chandler, What?
144,Ross," That’s right! Made expressly for Val Kilmer and worn by him in the
hit film…that Batman film he was in."
145,Chandler," You can’t wear that! I’m wearing the famous tux! James
Bond’s tux!"
146,Ross, So?
147,Chandler, So—If you wear that you’ll make mine less special.
148,Ross," Well, you need something to make this day special? Hello! You-you-you have
the most special thing of all! You are marrying the woman you love."
150,Chandler," Please, don’t take away my cool thing. Please?! Pretty please?!"
151,Ross," Pretty please? Not very uh, 007."
152,Chandler," Look, it’s my wedding day okay? If you were getting married I
would never do anything to upset you."
153,Ross, When I got married you slept with my sister.
154,Chandler, That was pretty 007.
156,Joey, Hey.
157,Monica," Hey. Oh good-good you’re here! All right, I figured it out.
I’m gonna take two tables of eight, I’m gonna add your parents, and I’m
gonna turn them into three tables of six. Okay? And I called the caterer; I added two
extra meals, we are good to go!"
158,Joey," Yeah, they’re not coming."
159,Monica, (looking at him) What?!
160,Joey," Somehow they got the idea that you only invited them because of me.
They…feel a little unwanted."
161,Monica," Oh that’s too bad. It’s true, but too bad."
162,Joey," Look Mon, if you could just call my mom…"
163,Monica, Oh Joey!
164,Joey," Come on! Look just-just tell—let her know that you really want them
to be there. Let’s not forget, this is a woman that has sent you many lasagnas over
the years."
165,Monica, No she hasn’t.
166,Joey, Is it her fault that some of them didn’t make it to you?
167,Monica," Well, what am I going to say?"
168,Joey," I don’t know. Just uh, just tell ‘em it was a mix-up with the
invitations, or—No-no-no! Blame it on the post office. They hate the post
office. And the Irish! But I don’t think you can blame it on them so… (He dials
the phone and hands it to Monica.)"
169,Monica," (on phone) Hello? (Listens) Yeah, hi! Mrs. Tribbiani? (Listens) Hi, this
is Monica Geller. (Listens) Yeah I’m just calling to say that Chandler and I uh,
really hope you can make it to the wedding. Yeah, apparently a bunch of invitations that
we sent weren’t delivered. Umm, I guess there was some screw up at the damn post
office! (Joey nods his approval.) (Listens) T-Tell me about it! (Listens) Yeah, yeah, the
US Post Office? No, more like US lost office! (Listens) What are they Irish?! (Joey gives
her a thumbs up.)"
172,Rachel," Oh. Oh, that’s great!"
174,Phoebe," Of course! Yeah, I was uh, umm Thigh Mega Tampon."
176,Phoebe," Yeah! Y’know, we were really huge too, but then they had to shut us
down when Regina Philange died of alcohol poisoning."
178,Rachel," (changing the subject) Anyway, speaking of drinking too much. I was uh,
tellin’ Phoebe about that one crazy night after the Sigma Chi luau where you and I
uh, we made out."
180,Rachel," Remember?! We—come on both had the sarongs on, and we had the-the
coconut bikini tops…"
182,Rachel," …we went back the house and we got really silly and we…we made
out."
184,Phoebe, Really?!
187,Chandler, Ross is Batman!
188,Monica," Well, he did manage to keep his identity secret for a long time."
189,Chandler," Rachel got Ross the tuxedo that Val Kilmer wore in Batman. Okay Batman
is so much cooler than James Bond!"
190,Monica, What are you talking about?! 007 has all those gadgets!
191,Chandler, Batman has a utility belt!
192,Monica, 007 has a fancy car!
193,Chandler, Batman has the Batmobile!
194,Monica, 007 gets all the ladies.
195,Chandler, Batman has Robin! (Pause) We get ESPN right?
196,Monica," How about you go put on your 007 tuxedo and I’ll make you a nice
martini."
197,Chandler," Actually, I don’t like martinis."
198,Monica, How about a Youhoo with a funny straw?
199,Chandler," Ooh, yum! (Runs into the bedroom.)"
200,Joey, (entering) Hey.
201,Monica, Hey.
202,Joey," Listen, I know the invitation says 600, but does that mean that you want
people to get there at six, or the show is gonna start right at six?"
203,Monica, The show?!
204,Joey," Right. Right. The wedding, gotcha. But I mean, it’s gonna start a
little late right? I mean, weddings start late. Right?"
205,Monica, Have you ever been to one of my weddings?
206,Joey," Ah. Yeah. Well look, the thing is it’s the same day as my
niece’s christening and I really want my parents to be there in time to see me.
‘Cause my part’s just in the beginning I’m not even in the rest of the
show—Wedding!"
207,Monica, The wedding starts at six.
208,Joey," Okay. Okay, I totally hear ya. Oo how about this? I vamp a little
‘til they get there?"
209,Monica, You’ll vamp?!
210,Joey," Yeah! Yeah y’know, like warm up the crowd. Ask ‘em where
they’re from. ‘Cause in Joey Tribbiani you get a minister and you get an
entertainer. I’m a minis-tainer! (Rapping) There is no one better! There is no one
greater!"
212,Rachel, How can you not remember us kissing?!
214,Rachel," Wh… Come on! Remember? We were on the sleeping porch! We
couldn’t stop giggling? And our coconuts kept knockin’ together?"
215,Phoebe," Oh, somewhere Joey’s head is exploding."
216,Rachel," Yeah—but come on—Listen, I’m sorry I don’t want to
make you uncomfortable, but I told Phoebe that it happened and she doesn’t believe
me."
218,Rachel, No!!
219,Phoebe," Rachel, it’s okay. You don’t have to do this. I believe you.
All right? Okay, if-if you say that you kissed Melissa, then you kissed Melissa."
220,Rachel, Thank you Phoebe.
222,Phoebe, I know.
224,Ross, Hey!
225,Monica, You just carry that around?
226,Ross, Yes. I find it to be something of a conversation piece. 
227,Monica, Between you and…
228,Ross," Gunther. (To Chandler) Hey-hey! Why don’t we put them on? Y’know
get a picture of Batman and James Bond together."
229,Chandler, I would but mine doesn’t fit. The pants are a little tight.
230,Monica, A little tight? I could see double-oh and seven in those pants.
231,Ross," Well that stinks. I was looking forward to us wearing our celebrity tuxes
together."
232,Chandler," Well, does that mean that you’re not going to wearing yours?"
233,Ross, What are you kidding? It’s Batman’s tux!!
234,Chandler, (standing up) Let me try it on!
235,Ross," Okay, but just the jacket. Double-oh and seven are not gettin’ in
there."
236,Chandler," (trying on the jacket) Okay. Holy double-vented comfort Batman! (Finds
something in the pocket) What’s this?"
237,Ross, What?
238,Chandler," An invitation for the At First Sight premiere? Oh my God! Val
Kilmer didn’t wear this in Batman! He wore it to the premiere of some tooty-fruity
love story where he played a blind guy!"
239,Ross, Let me see that! (Grabs the invitation and reads it.) Oh man!
240,Chandler," The only superpower you have is a slightly heightened sense of smell.
(Hands him the jacket and walks away.)"
241,Joey," (entering) Hey! Uh, Monica? Chandler? Can I talk to you guys for a second?"
242,Monica," All right that’s it, I give up! Whatever you want you can have it!
You wanna sing a song? You wanna do a dance? You want your mom stand at the Alter and
scream racial slurs? I don’t care!"
